240849_at,1556314_a_at,233846_at,1554154_at,233443_at,242306_at,235775_at,224370_s_at,238023_at,230291_s_at,1555548_at,223168_at,224066_s_at,232421_at,202063_s_at,1560303_at,244630_at,1553600_at,228878_s_at,237643_at,204059_s_at,1558154_at,244268_x_at,1567237_at,244070_at,235072_s_at,242366_at,1555979_at,238821_at,228933_at,221948_s_at,1569362_at,236933_at,215137_at,217593_at,226573_at,1557322_at,217462_at,208138_at,224133_at,224810_s_at,201181_at,221954_at,211171_s_at,1566690_at,1563946_at,217413_s_at,239843_at,212848_s_at,233447_at,206827_s_at,207289_at,236040_at,219355_at,237707_at,219495_s_at,239657_x_at,209159_s_at,244626_at,209811_at,202056_at,237696_at,51158_at,227196_at,1552734_at,225366_at,1567590_at,208819_at,241458_at,226607_at,201489_at,232189_at,229562_at,1561928_s_at,243283_at,235889_at,230300_at,1566577_at,208878_s_at,219461_at,1555962_at,237851_at,234373_x_at,228405_at,225363_at,234271_at,242180_at,205486_at,237464_at,242767_at,1553235_at,221676_s_at,236849_at,238245_at,204633_s_at,218979_at,232076_at,241361_at,232674_at,233835_at,236195_x_at,1553640_at,242980_at,1563327_a_at,231541_s_at,204689_at,211551_at,216338_s_at,212864_at,207004_at,217142_at,220778_x_at,212342_at,228949_at,212799_at,228757_at,234110_at,207084_at,225915_at,234972_at,244494_at,233871_at,227728_at,233439_at,215372_x_at,215507_x_at,236887_at,230978_at,1556228_a_at,227618_at,230100_x_at,219842_at,210310_s_at,233812_at,239135_at,212839_s_at,211445_x_at,226115_at,225024_at,227738_s_at,220615_s_at,238035_at,230855_at,244779_at,223888_s_at,204108_at,201056_at,1564876_s_at,241556_at,224975_at,235934_at,241817_at,1555687_a_at,1555888_at,209475_at,201773_at,208901_s_at,230514_s_at,211500_at,213345_at,1561631_at,204055_s_at,228415_at,238476_at,235825_at,222020_s_at,227476_at,210341_at,233381_at,226512_at,242847_at,229482_at,213222_at,206342_x_at,209001_s_at,236577_at,232829_at,216888_at,203769_s_at,221408_x_at,1567068_at,202254_at,204648_at,225013_at,1558937_s_at,225880_at,216794_at,203080_s_at,1565306_a_at,202266_at,221840_at,244667_at,215636_at,241143_at,217597_x_at,222498_at,244160_at,228412_at,208070_s_at,243009_at,Class
45.8883,25.608,28.247,43.8598,38.3407,14.088,10.6549,5.82606,17.1497,6.31585,31.4467,365.057,18.892,13.8725,28.8645,8.54375,26.3263,32.8727,35.0446,28.8367,25.7591,37.2137,180.406,11.9131,15.4916,640.241,518.289,20.3548,17.0323,91.6028,48.9648,11.0307,47.6258,56.5132,41.6302,35.9994,20.7174,26.7618,44.6703,44.9124,2704.06,243.198,364.87,10.1037,64.0347,59.9743,57.4344,302.987,40.2985,10.6254,58.6042,72.0053,28.7345,21.1303,10.3498,90.113,71.5692,20.1562,8.02148,60.6876,257.948,13.8287,21.3823,8.4441,11.4949,165.175,12.3017,1402.07,54.0997,162.828,1070.46,30.761,50.3922,32.0351,11.2951,21.2548,49.4588,30.1942,474.713,13.7265,43.8478,54.5343,44.2344,97.535,4171.21,26.3945,34.0245,163.576,30.6985,11.9778,28.7832,1120.25,25.9117,37.324,735.027,308.983,76.7794,35.1389,26.5451,18.693,61.4433,16.1677,8.27335,17.6487,26.1196,306.574,18.1136,533.243,327.806,83.6698,132.586,67.7202,75.6928,461.15,584.346,50.7086,6.44,14.2362,74.1502,159.703,17.7952,10.6011,456.558,25.0887,79.5342,39.8967,18.1313,14.3973,206.239,557.737,190.943,16.1756,17.2118,52.2928,2054.6,10.8514,1154.51,112.014,175.616,124.29,502.255,510.923,38.6115,89.0638,27.5564,255.874,89.1891,30.3388,54.022,29.1671,39.2649,199.628,22.3304,375.989,529.335,638.748,1024.28,23.006,89.6288,51.8828,6.31359,35.541,396.106,526.419,22.2105,14.6335,333.772,12.9546,65.519,118.435,57.3463,18.3416,130.191,892.878,1443.26,8.92583,149.028,47.0743,54.4961,27.5026,21.0394,141.35,95.5895,13.879,16.9821,193.313,21.722,767.478,16.9202,1458.62,1373.51,49.0521,12.5556,28.5552,77.2506,192.513,34.0183,210.142,323.592,15.1012,Control
53.2713,30.6096,35.7893,35.6988,39.5247,11.9978,9.23222,5.18686,16.3481,7.0991,30.585,209.35,18.4936,13.1624,22.9667,8.77895,30.8859,44.5478,42.5205,42.3254,13.3027,32.994,158.066,15.8313,18.6225,599.708,497.714,25.9327,11.8822,57.0555,43.6129,7.94467,43.6604,61.7419,32.1337,64.1782,21.1174,32.5817,45.7548,51.458,2854.85,231.956,418.664,13.1077,64.5665,74.5995,76.2422,221.521,53.4772,11.5719,59.4602,84.845,32.6642,28.1487,12.3799,59.4721,60.0695,20.4181,9.76212,85.6709,350.475,18.1556,19.494,8.92702,14.6173,151.213,10.9487,1658.45,44.5692,150.365,984.041,37.5602,61.2377,29.92,12.1597,26.0888,49.995,37.6958,392.715,14.5084,40.5796,58.9801,58.4813,127.375,4910.93,29.6612,35.1899,167.194,35.3733,12.5293,28.0983,798.297,24.8685,44.1547,556.341,281.164,93.8589,44.8775,32.3587,20.2859,69.0979,17.9077,9.56916,15.3362,28.7538,286.189,18.9668,540.142,455.603,94.3632,124.896,93.9708,73.1528,663.913,445.429,58.3699,5.57313,18.6084,41.4843,141.22,21.278,11.5257,444.337,23.0819,112.865,39.8625,17.6611,19.9072,201.832,493.438,159.784,13.3798,21.3501,72.6502,2160.26,10.1508,1255.39,117.427,121.442,149.46,451.296,592.67,41.2924,71.2356,26.6081,256.808,101.05,38.3137,58.511,31.827,40.5095,160.755,16.2352,406.913,639.955,577.166,979.435,23.1249,106.935,55.9082,6.69699,29.4765,334.154,403.402,22.1703,15.1915,383.934,15.3043,48.3389,109.464,61.3498,24.7479,102.178,913.862,1571.12,9.10523,284.132,60.146,56.6618,34.7254,22.0639,97.1572,116.264,20.7543,10.8746,140.939,24.3795,698.026,14.2654,1927.12,1517.44,56.1437,12.9952,32.9278,95.1016,173.565,42.9644,290.087,284.51,13.5625,Control
43.0786,39.6851,23.8621,45.7968,38.7301,15.2473,9.01735,5.82741,14.3312,6.85099,31.5798,319.193,9.88925,11.8591,29.6571,8.38717,20.4543,29.3471,32.5339,24.6789,11.986,33.7093,222.716,12.4053,14.8465,633.871,682.625,18.1092,17.6207,84.8488,34.494,9.42634,44.2773,42.9198,32.8832,36.1129,32.805,24.6556,37.0916,46.6253,3342.29,329.589,312.659,12.1123,64.802,47.8837,47.7229,273.814,59.5676,10.0152,54.1322,67.3673,32.1255,24.2,10.814,81.6449,56.7084,14.4165,11.2016,58.3261,330.813,13.8208,17.0921,11.0749,18.1092,186.188,12.1461,1848.76,74.741,125.55,1133.92,29.5986,59.2384,33.6949,15.4072,45.8354,64.087,28.2366,455.113,13.9099,44.1168,49.5598,35.8907,93.6081,5381.27,23.7978,24.2741,226.33,34.5964,11.8713,31.931,766.218,37.33,48.7443,533.269,311.022,84.6284,29.5809,21.4981,13.1864,59.4036,14.7428,8.10374,18.139,31.6427,325.438,14.2595,659.2,522.885,76.8564,107.857,65.8254,110.109,385.25,434.372,51.4964,6.43385,13.8343,40.4798,99.2573,15.9972,12.3095,515.27,21.2305,93.4635,36.264,32.7313,14.0004,308.971,619.577,203.841,18.4322,13.7788,66.1387,2129.59,15.8418,1093.73,116.884,181.928,111.285,675.955,627.946,38.2138,72.2398,21.8078,239.339,121.152,34.4347,47.7016,24.1908,38.471,184.594,21.1287,460.388,656.944,580.923,1199.3,14.5426,106.644,43.8168,5.47587,43.1108,392.292,481.604,21.3567,14.5545,496.47,13.9707,70.5671,134.369,89.8282,21.5882,113.886,1175.66,1328.57,10.1922,428.682,54.0851,79.5384,21.0334,21.4981,143.215,84.0719,16.2361,9.85188,184.325,21.6101,785.144,9.79172,1837.65,1636.01,30.5678,12.3474,27.9444,59.9367,203.6,33.0649,201.249,251.717,13.9694,Control
44.6337,40.906,22.8767,43.8876,40.8629,14.4105,11.985,4.62606,17.0915,5.59253,31.5652,390.355,12.8595,12.2652,31.9953,8.64598,22.1636,33.4409,28.2821,26.5676,28.2347,35.2001,183.747,15.3525,17.7108,538.705,502.448,22.1284,15.3525,77.1852,36.8934,7.36374,44.7881,47.172,32.0107,46.1023,20.301,23.2375,42.8124,48.7359,3053.14,282.265,327.295,11.6474,63.4346,60.2679,50.521,226.72,56.0314,10.7539,45.0293,72.4015,23.2392,28.7841,13.3059,87.5751,67.4054,13.3967,8.48588,77.608,320.583,11.3001,20.7538,10.0315,13.076,146.545,10.2362,1653.35,66.8735,148.901,1022.78,28.4431,57.8587,32.1329,12.1305,25.7726,66.1,26.3863,520.645,14.5452,57.6338,51.5276,38.3799,76.5872,4577.93,16.2934,28.0351,193.841,45.8211,16.2754,23.595,1149.42,24.1506,40.8501,649.293,335.068,78.9581,32.4399,22.6915,19.3347,64.5074,17.6704,7.35902,20.0933,33.1594,227.287,19.3863,561.522,350.258,80.5265,154.945,71.6362,90.9543,208.64,589.233,55.5784,6.41441,14.1922,68.8025,89.5261,13.3948,10.5645,409.889,23.801,74.0813,51.818,23.8136,12.9061,191.924,509.227,220.887,14.4365,14.9083,51.9267,1991.78,11.9893,1068.49,123.54,231.123,108.409,364.477,584.51,41.5692,88.0781,27.6335,302.655,112.693,36.6733,53.3085,33.2455,40.5912,175.641,17.3335,455.152,506.572,705.203,1073.7,18.1317,100.577,46.5322,6.09319,33.6644,300.757,506.267,18.131,14.4511,327.752,13.0488,45.3066,138.389,73.4713,19.2077,166.688,1043.44,1596.48,11.1574,225.646,43.0304,74.3786,24.5738,18.424,112.693,96.9632,19.6708,19.2986,197.089,22.4429,763.054,13.4653,1627.97,1468.36,27.8187,9.89216,28.9737,62.2233,143.804,41.4946,287.299,312.355,17.5939,Control
52.6135,36.8341,41.1974,40.0696,50.2436,16.3593,9.92951,6.8655,14.1368,5.67679,24.0112,200.028,18.4133,12.0645,25.497,8.08499,39.11,28.8685,35.2293,38.4426,17.4508,48.5963,120.139,12.4624,17.0416,493.023,516.549,20.0043,15.376,50.3692,43.1231,8.9576,42.0511,50.4284,34.1428,47.4927,14.056,34.0988,44.1372,58.2108,3219.61,215.142,389.335,11.5272,47.3499,60.6483,57.5586,168.48,44.7819,9.36934,64.0308,84.3834,26.9532,20.0138,12.2512,52.296,75.5757,15.0882,10.2282,60.9863,270.983,13.5953,20.0954,9.79673,11.0266,116.457,17.0401,1523.7,52.9358,179.328,1420.08,32.2003,62.3379,27.0963,10.9014,18.8378,43.2723,39.2389,292.672,16.775,39.562,61.1443,45.1075,103.321,4638.46,32.8478,43.1231,242.106,41.308,14.0765,29.4885,1027.75,46.129,48.8217,475.832,183.293,82.4899,30.2616,24.2288,14.8696,75.132,15.8452,8.8599,16.3951,30.5116,240.857,17.7268,714.14,545.114,101.756,99.7815,83.0429,77.4934,221.678,445.748,55.6979,6.20793,15.0113,48.2273,160.643,20.9998,14.4436,216.819,27.6676,76.7815,41.8592,13.2098,16.3633,304.412,393.544,104.397,11.1277,22.7063,54.1966,996.432,11.4764,983.578,48.4453,169.321,138.821,536.537,445.735,29.7142,41.9546,39.0776,278.626,94.087,27.9886,47.9687,27.6427,30.2263,136.246,15.3335,186.552,317.939,311.018,970.713,19.6879,106.915,77.4523,6.46466,26.5295,287.392,224.751,20.3375,15.8414,288.348,16.0875,53.125,115.03,58.4884,28.1764,140.454,1141.87,1200.39,10.9553,143.68,43.9336,66.7583,25.7154,24.0112,92.2153,126.229,15.3463,21.4733,133.092,20.7567,333.869,15.0661,1133.23,1536.99,49.5228,14.6969,37.1984,82.0866,158.387,44.1724,257.029,155.634,13.4883,Control
36.7974,43.1752,23.9397,37.0548,38.9181,13.7082,9.54239,4.60475,11.6445,6.04651,33.0867,280.297,17.5121,11.8675,31.3625,8.33381,22.679,32.5525,31.4505,25.4669,21.5835,29.7386,206.774,12.7756,16.0998,513.44,520.013,22.9944,20.0569,52.9777,32.963,9.01212,42.194,47.5732,28.7706,41.1166,19.2534,23.3194,34.3771,30.6858,2883.63,246.075,327.51,14.1263,61.8118,56.1724,51.6624,233.339,49.319,7.79753,39.8077,64.8671,27.8361,28.7631,11.2738,69.9527,47.5341,16.4753,8.866,57.9683,311.953,12.1199,20.8566,9.62455,13.3066,115.258,13.8428,1430.98,66.1384,191.721,1102.31,29.3166,50.1308,30.1128,10.306,30.0993,64.957,32.5358,461.128,14.07,54.1784,46.1908,37.7446,99.8896,4498.51,21.5457,24.6295,147.576,36.2779,10.8913,22.4688,955.917,30.5502,46.7817,591.062,221.345,60.3331,36.6917,23.9046,16.7216,72.3124,12.6497,7.41807,16.7937,36.6825,219.35,16.7387,620.765,435.49,75.7143,128.899,69.8376,75.4124,365.721,497.826,47.8529,6.31121,16.0121,50.012,133.248,12.2096,10.6131,378.201,25.7162,72.9421,50.1508,15.2704,18.6029,205.914,475.06,173.247,13.1608,15.0302,49.1001,1973.49,10.0587,1027.85,118.591,178.779,110.126,471.727,540.694,29.7187,143.805,24.4765,255.468,137.702,31.6178,46.9412,24.1268,31.694,159.517,33.6078,366.034,408.403,594.235,817.27,13.2409,80.0489,53.8058,6.20582,25.0545,329.343,318.049,21.0407,14.9169,326.025,13.2692,59.9464,102.536,86.4575,18.1679,98.4574,1029.2,1368.79,9.03659,311.258,36.2779,73.2142,19.6739,20.712,111.188,77.2138,15.823,9.73212,160.543,23.23,584.157,13.7833,1440.92,1321.87,37.5464,9.3746,24.7832,68.4426,141.587,26.4268,239.45,265.365,13.173,Control
51.3612,18.2347,29.6945,21.3018,49.0187,14.9283,8.55243,5.13075,14.4022,5.87248,34.3628,256.433,20.6319,17.0071,23.9069,8.04329,42.8283,26.4363,27.2551,37.5994,10.738,47.7175,185.661,12.5405,14.1085,681.355,469.063,31.3778,10.6408,39.4843,38.7866,8.20642,41.8874,64.2885,27.38,58.5055,13.7393,39.1271,55.9759,55.1362,2969.78,202.553,315.302,16.4329,52.3309,71.5989,82.2845,200.295,36.5571,8.9574,55.9681,86.0158,41.9538,12.9038,11.1337,41.6844,83.3506,13.4858,10.4304,39.397,227.142,15.3802,19.2422,8.88617,9.33582,114.224,14.6407,1861.41,44.3097,162.765,1319.7,34.4408,82.8301,25.1854,8.27729,19.4526,30.339,32.6204,449.866,17.3953,34.3805,88.2451,60.2728,125.418,4812.13,26.7193,35.5038,150.615,25.2383,11.0857,30.3803,1143.39,18.2781,55.7437,690.912,198.192,72.2161,37.7667,34.2494,24.5091,68.0783,14.9119,7.85616,15.2667,38.9727,246.059,16.8545,673.748,548.907,114.109,179.184,90.9752,50.4192,259.874,456.95,50.5562,6.16878,18.0965,43.6606,86.4871,22.0832,13.097,295.81,34.0441,92.9655,59.5097,14.1186,14.6782,168.168,501.587,163.389,10.8419,16.915,54.3354,1724.14,8.54002,1119.24,109.596,172.457,153.675,351.367,550.639,46.339,62.5454,34.8813,160.477,123.403,33.2041,50.2522,22.2812,30.1777,173.94,16.3956,341.782,481.498,526.888,840.146,26.0519,106.365,65.4535,6.38769,17.938,224.958,309.828,22.1056,13.9511,404.011,23.7608,66.2506,85.7743,65.3415,30.8691,56.61,1120.04,1161.24,8.08789,374.917,52.5925,58.759,23.4591,16.9471,93.686,99.758,23.717,12.1771,123.488,23.5654,590.693,16.8498,1360.09,1736.3,51.3451,18.9393,28.7787,85.3792,123.44,40.2373,279.861,239.168,9.82109,Control
44.2479,19.9803,35.0094,31.9348,39.6824,15.0871,10.9231,6.10551,14.834,5.91232,29.9257,160.169,20.682,13.9499,24.0282,8.28787,34.392,39.5895,33.7498,40.4929,13.6429,47.5819,165.845,12.9695,19.7521,424,426.555,25.2741,14.2339,73.8251,38.5258,8.52377,44.7466,51.6725,24.9559,49.2885,15.0599,20.2051,53.5284,45.365,2549.45,184.919,340.685,12.193,64.3765,95.6842,57.2312,153.366,37.3202,8.33751,55.6709,89.3946,33.8252,28.5628,11.3587,55.6546,100.196,23.8132,8.54439,51.0377,229.353,14.3411,20.2664,9.37673,11.7435,93.4398,18.9308,1683.79,50.089,149.266,997.698,39.3273,53.3619,26.702,10.9477,23.5843,40.4914,18.7302,282.524,17.0548,49.5018,70.4017,47.8717,93.9295,4941.35,25.3905,30.9487,198.155,28.7779,8.56379,22.5812,949.22,27.8077,55.5564,543.959,195.092,77.6846,36.8156,29.4249,20.1775,68.0152,20.2627,9.61679,20.2245,33.067,265.254,16.7749,666.861,477.878,85.6795,130.23,73.345,55.0321,293.287,565.421,67.8903,5.96324,12.0655,28.4546,130.86,17.4879,10.8838,288.875,26.9166,86.7256,61.421,16.5966,17.4208,189.169,373.098,124.302,14.1507,16.6513,43.1274,1676.6,12.5369,1098.23,126.04,206.356,124.781,507.342,525.829,33.9897,38.8644,26.353,283.71,144.673,46.1369,54.4146,22.2086,38.81,156.549,12.8582,355.993,332.443,429.682,959.562,23.248,99.4731,48.2687,7.11942,17.865,318.44,281.031,26.7704,12.4451,337.388,16.5793,58.1782,95.8956,71.7462,28.987,105.211,1142.55,1229.71,14.1886,161.456,52.5017,67.1684,22.2842,22.8582,126.734,106.975,22.7963,15.6247,112.348,24.2027,380.899,12.9321,678.423,1087.21,44.8178,12.6707,31.5859,69.9829,153.047,33.1869,217.866,166.078,13.2919,Control
64.9668,13.4116,37.8368,27.7646,45.5079,17.2889,7.31795,5.63319,15.2378,6.11257,29.3474,182.6,16.7167,14.1449,22.5808,8.377,26.3632,31.3671,31.8737,29.9734,9.24771,54.4697,169.301,9.42575,12.2467,383.473,304.981,21.3507,11.9333,37.1655,51.3681,8.53454,38.7213,65.1165,35.2137,44.9276,12.8089,30.6648,38.4364,43.6059,2445.43,170.998,296.533,13.1614,70.7217,70.5943,75.0449,199.484,51.1593,9.73281,55.7619,82.9531,27.7025,17.2672,10.162,48.2144,72.84,11.7991,8.64959,58.1937,190.322,10.9892,20.5423,8.28645,9.38157,124.119,16.6182,1798.22,39.0044,111.43,1135.84,25.1492,66.9699,28.6944,11.1902,19.402,30.8455,30.8255,400.669,17.0398,88.6673,59.9054,45.9056,143.79,3541.66,40.6785,30.9631,153.854,34.901,16.0249,27.27,860.463,26.6131,47.4596,417.95,185.265,92.403,43.9747,25.4878,25.7755,65.1226,18.5949,7.1361,14.5592,34.942,202.942,16.2234,602.582,367.711,80.3753,146.348,75.2489,62.1471,240.954,408.712,52.6709,6.14618,16.5131,48.2706,177.679,19.1816,12.2155,221.601,25.3976,79.7732,49.2515,15.4743,17.7141,107.846,371.954,132.922,10.8612,16.2595,45.7338,895.122,8.93939,1005.86,70.4836,146.434,143.864,387.37,366.304,37.067,46.7412,33.0258,235.358,98.0898,31.9056,53.1479,26.9365,38.0922,183.782,20.2923,311.695,265.972,424.801,882.529,23.1702,90.6455,50.8983,6.09073,18.9946,184.283,262.124,21.9856,15.2017,266.988,12.5083,79.2741,74.1937,58.3881,17.6783,42.6567,997.894,786.171,9.06744,189.762,56.8242,37.7653,31.4146,24.9534,78.8042,119.495,17.9634,10.7243,143.023,18.6632,405.121,12.1844,1245.89,1219.72,71.8092,11.3727,28.1647,87.9331,82.1312,30.4656,203.369,187.624,10.3825,Control
41.1524,32.6319,25.9132,29.7138,35.7928,12.6705,12.1364,5.38827,12.399,5.70285,25.064,252.507,20.015,13.0088,28.707,8.54249,28.297,30.6403,33.5704,29.2714,15.4494,29.5778,175.69,12.646,13.3009,424.12,493.555,22.5382,14.3587,64.39,37.3218,7.54886,45.0786,53.9458,42.0909,58.6674,20.726,25.49,44.7867,46.767,2820.1,268.422,351.142,10.6064,46.7941,53.2464,51.6558,178.019,54.4427,9.17882,54.3612,79.9617,21.1853,30.651,9.55586,68.2119,61.0535,18.7132,8.9282,58.2074,265.241,12.1642,19.9593,9.6241,10.9706,154.619,10.3764,1658.15,59.5622,150.789,1085.49,26.044,62.949,26.9591,11.9576,23.2815,52.5264,27.1737,447.953,14.8569,41.4227,58.9204,49.3081,122.962,3884.87,17.2022,26.2575,171.855,47.5755,11.6799,25.4175,974.726,26.2222,44.5202,623.454,203.484,83.4111,36.8846,22.312,16.9819,58.5969,16.6659,8.40137,18.825,35.5676,240.565,14.7546,615.948,446.466,75.3572,150.051,71.3862,63.0918,183.336,451.497,50.3706,6.30856,14.8099,58.1751,134.214,17.4724,12.7568,349.909,26.9591,84.556,46.5943,18.3344,15.2224,190.221,487.544,136.191,14.14,16.3513,58.2074,1484.75,11.554,1118.18,107.984,180.215,121.514,336.277,452.614,36.6086,68.4444,26.2329,253.838,109.226,29.7882,57.7462,31.7835,40.3875,174.375,21.9783,369.806,470.579,629.842,1065.89,15.7484,104.748,48.8924,6.19277,34.8971,294.041,457.467,16.9442,13.3921,284.193,14.9421,62.9227,106.344,66.1126,17.8953,82.7188,982.551,1171.21,10.5576,295.26,43.4181,57.0335,25.0246,19.9399,113.722,97.7428,16.2184,9.87449,158.391,20.1994,756.843,13.9499,1392.53,1498.48,31.1369,13.7678,27.8907,56.2978,139.023,35.5511,343.405,251.537,14.2318,Control
45.7,17.6289,29.8234,26.1475,40.9685,16.6439,8.60052,5.23421,17.4583,7.23621,30.9942,218.53,20.6501,16.0443,22.8591,8.69347,29.1074,39.4366,43.0086,34.7643,11.7382,36.6319,151.615,12.6422,17.0045,351.483,410.635,20.1524,16.236,33.4123,31.5133,7.60194,46.0664,54.2354,38.3966,55.1448,16.7981,22.2827,41.4495,56.0288,2382.19,198.125,246.531,14.9501,64.9247,65.183,70.8491,165.116,59.7727,12.4379,61.7835,87.3216,27.625,19.9702,9.62672,83.5683,82.2801,15.5502,9.57148,111.442,234.38,13.8507,20.5582,10.0399,11.4784,136.429,9.81079,1382.63,51.5033,122.849,710.769,38.1151,55.4614,26.606,9.66952,21.6328,51.9012,37.5958,386.184,14.5018,60.2698,54.8179,64.5875,116.854,3709.73,28.3877,33.6347,153.176,37.1264,14.5753,27.3169,574.917,23.2042,44.9327,386.124,243.838,77.5837,39.3317,28.7303,22.1811,53.8755,14.2723,6.78174,14.1242,27.3592,238.75,13.4482,448.794,430.33,89.3407,149.997,87.9114,75.173,174.822,401.782,54.0038,6.62373,14.9159,37.0967,138.824,17.4583,9.44995,408.356,21.8427,98.0637,40.4393,22.7434,18.7386,174.939,326.884,168.992,14.0273,16.0057,59.5684,1239.93,12.9562,1206.32,76.0754,140.085,162.684,229.493,495.906,43.6708,97.2742,22.7969,246.978,109.707,39.7112,47.4559,29.0024,49.4914,99.4411,22.7861,257.232,407.931,749.004,1068.29,22.0371,98.2794,49.7215,6.34258,22.7837,277.234,345.665,17.2398,12.9618,318.941,14.4426,59.0443,113.525,72.5582,26.397,89.0571,644.804,1299.71,8.99277,146.624,53.4409,53.9539,31.1183,21.3729,92.8714,87.2917,20.5718,13.9132,155.399,20.5413,557.373,14.8073,1203.02,1149.96,49.8855,10.4293,30.2146,95.5436,161.896,41.4921,153.039,347.309,22.0438,Control
55.1744,21.9752,31.5131,24.2509,39.5589,12.8524,10.9857,5.79203,16.9536,5.76673,31.5535,343.765,14.9873,16.2015,27.8958,10.5153,33.0146,29.3657,36.8051,28.7234,15.3544,41.792,147.156,14.8751,19.4402,469.8,558.986,22.8956,17.4623,70.7085,32.3764,7.89574,51.7024,55.8469,24.027,39.8943,15.5319,27.8989,37.7069,40.554,2729.16,212.537,259.588,13.9321,64.4893,97.3534,53.4672,186.034,60.8018,8.98753,46.3518,54.7337,28.3148,21.9314,13.7067,35.4742,74.9659,16.4502,11.0202,64.3107,226.473,13.4148,16.9182,10.0728,8.47466,121.35,19.7844,1770.51,48.2941,181.867,1364.06,29.4068,60.2642,24.9499,11.0717,28.8073,44.3677,28.9063,288.709,18.2373,60.6712,58.3789,53.5375,105.878,4761.83,21.6122,32.8243,186.455,35.5629,12.2983,27.8265,843.009,31.5083,51.1054,508.322,197.835,96.4438,49.1032,25.0602,19.9776,66.021,17.74,10.4006,18.3819,33.7944,244.178,15.8717,534.441,527.574,81.6326,135.696,82.1362,73.7548,201.206,392.818,62.7739,6.94298,18.005,41.7689,85.6529,14.7748,11.7989,301.793,28.8651,99.9911,53.3842,17.1818,25.0602,234.85,368.541,151.238,15.4873,18.0373,67.3507,1438.93,10.082,1088.25,92.5368,220.61,111.778,324.48,474.558,43.5729,49.6788,24.9358,203.033,111.363,39.0687,38.867,24.3526,46.3866,144.423,13.2345,342.309,414.83,518.287,855.431,21.4359,93.2129,47.3961,7.42716,23.425,332.51,234.436,24.8331,17.8932,295.187,15.4873,77.3205,117.566,76.3734,24.574,88.6106,833.268,1252.11,12.0713,325.921,63.7329,70.0811,23.4432,23.6998,92.8983,81.8152,18.226,18.5,153.617,19.3252,538.901,12.1023,1095.08,1525.19,60.7336,12.1023,40.0233,76.4005,127.674,37.228,216.384,167.918,13.1359,Control
61.723,27.8794,34.3418,41.3502,52.0444,15.5735,7.53567,5.25888,14.2889,7.22843,33.791,307.482,18.509,17.1904,28.8929,7.79943,35.9301,36.2325,40.6615,36.2964,11.8259,36.5911,167.076,13.6765,15.0482,561.18,640.573,21.2257,15.3666,37.9066,45.9563,10.1966,48.3166,61.3379,37.4236,51.8812,18.4073,42.4789,49.4308,63.0507,3089.68,340.443,316.341,12.8127,50.6508,80.2785,81.7463,245.977,43.6849,10.563,53.5568,91.5004,36.0111,18.8903,9.73341,53.9221,79.4966,18.6757,9.30801,45.1545,284.914,16.085,23.5753,9.05702,9.21398,131.27,18.2564,1437.98,61.2004,132.237,1514.25,33.0246,75.8662,27.3273,11.4568,17.3435,32.8935,35.1587,424.971,19.568,33.9322,75.5094,60.126,133.781,6174,33.4514,33.3708,193.13,29.0253,16.0911,31.7889,1126.33,18.8935,43.811,439.142,262.95,91.0917,42.4694,34.0657,23.8134,78.5946,15.7973,7.84633,20.2094,34.7851,276.098,15.617,590.857,802.327,113.368,118.542,109.864,77.2133,604.805,456.304,56.7785,7.10449,20.7724,34.533,128.648,22.1068,12.776,410.756,29.7684,104.946,53.8279,15.1551,21.375,226.897,491.487,167.666,9.35917,20.4834,70.5718,1838.38,9.36421,1068.66,62.0991,143.301,152.822,639.296,581.444,49.3152,43.0229,31.3968,236.34,89.6351,42.5123,70.7763,23.9141,44.1336,144.59,20.2593,335.349,389.312,443.302,968.886,19.6471,99.1311,67.0671,8.09456,17.7042,215.582,381.236,21.1933,20.2267,424.825,17.385,65.3299,90.7975,59.2743,20.9204,91.888,1174.21,1420.1,11.6515,267.943,59.3979,61.3454,28.1206,19.6354,109.458,134.469,24.9356,12.8024,159.918,24.9672,652.709,15.4728,1775.97,1817.27,56.3064,15.4894,46.8632,82.8548,142.092,39.492,312.391,160.368,9.02157,Control
