240849_at,1556314_a_at,233846_at,242306_at,1554154_at,230291_s_at,238023_at,233443_at,1555548_at,224066_s_at,224370_s_at,235775_at,244630_at,228878_s_at,1553600_at,202063_s_at,223168_at,1560303_at,232421_at,244268_x_at,1567237_at,1558154_at,235072_s_at,217593_at,237643_at,221948_s_at,226573_at,215137_at,1555979_at,242366_at,236933_at,228933_at,1566690_at,208138_at,244070_at,204059_s_at,238821_at,207289_at,217413_s_at,224810_s_at,201181_at,237696_at,239657_x_at,244626_at,224133_at,217462_at,206827_s_at,236040_at,1567590_at,1569362_at,211171_s_at,1566577_at,237851_at,208819_at,225366_at,1557322_at,242180_at,221954_at,241458_at,233447_at,219461_at,1561928_s_at,209159_s_at,1555962_at,202056_at,209811_at,201489_at,239843_at,1563946_at,219355_at,208878_s_at,219495_s_at,234373_x_at,232189_at,227196_at,237707_at,234271_at,238245_at,229562_at,51158_at,207004_at,228405_at,237464_at,218979_at,204633_s_at,244494_at,1553235_at,232674_at,212848_s_at,233835_at,205486_at,242767_at,1552734_at,235889_at,234972_at,242980_at,230300_at,221676_s_at,243283_at,223888_s_at,211551_at,241361_at,217142_at,231541_s_at,228949_at,225363_at,207084_at,227618_at,1563327_a_at,1564876_s_at,212864_at,215372_x_at,208901_s_at,236849_at,236195_x_at,215507_x_at,241817_at,230514_s_at,216338_s_at,228757_at,230100_x_at,241556_at,226607_at,232076_at,204689_at,233439_at,220778_x_at,1553640_at,225013_at,235825_at,212799_at,239135_at,1561631_at,225880_at,235765_at,204108_at,233871_at,227728_at,230855_at,229482_at,235934_at,227738_s_at,211500_at,238476_at,228415_at,217597_x_at,1556228_a_at,233734_s_at,230978_at,225915_at,201056_at,201773_at,236577_at,244160_at,228412_at,229967_at,220615_s_at,238035_at,221840_at,216888_at,221408_x_at,210310_s_at,203769_s_at,234110_at,210445_at,233812_at,211445_x_at,236887_at,226115_at,238167_at,212342_at,213222_at,210341_at,202266_at,1555888_at,237234_at,1555687_a_at,202254_at,203080_s_at,219292_at,203232_s_at,209001_s_at,215636_at,236193_at,233381_at,206342_x_at,241771_at,216398_at,225024_at,222498_at,212839_s_at,1558588_at,241143_at,202822_at,217195_at,244779_at,222020_s_at,201315_x_at,1567068_at,244667_at,Class
49.9893,42.8387,31.9151,12.6962,41.368,6.36894,12.2448,44.8207,27.1351,16.7066,5.78018,12.0779,26.9005,34.5534,32.9044,37.5497,341.395,9.65386,11.6502,195.366,13.9662,34.8947,470.967,26.4756,24.266,45.0882,40.36,56.8733,18.4598,519.093,46.518,82.6396,44.6714,35.6574,15.7644,11.7352,18.8412,91.9877,48.2204,2695.77,150.745,15.4516,59.4838,8.35506,43.5449,31.4037,69.9561,21.9767,16.9771,8.79201,12.5697,32.3334,62.6021,1564.21,129.837,26.842,20.4482,363.828,60.1318,10.2107,15.8696,31.2901,15.7644,38.5462,324.141,57.1045,1300,173.559,52.7747,43.4263,459.202,79.639,41.4031,32.9043,10.1669,13.7279,29.7458,43.9797,58.32,17.7825,84.1095,121.739,31.1258,233.291,651.998,13.4758,28.9011,27.1956,54.9634,15.3792,177.462,9.84661,12.9794,26.1955,123.39,8.15139,69.9539,1052.42,19.4424,26.8746,16.1392,30.2594,127.564,34.7017,518.889,4828.97,17.5102,491.371,15.7644,32.8021,563.192,78.0793,861.785,38.1074,60.0334,45.9929,145.61,19.259,581.611,47.0329,161.499,58.7432,172.01,90.2633,210.606,17.6275,69.7695,16.1124,19.4335,17.4179,572.678,1963.16,7.22602,195.332,23.9447,268.316,9.36276,446.34,30.1268,19.8447,39.2529,126.442,75.1273,392.64,309.255,45.402,226.756,172.63,15.3255,64.6923,111.909,557.568,8.24375,40.3437,371.34,4018.61,543.041,566.247,1359.36,40.8255,23.9114,13.4356,66.3323,6.21942,9.37627,51.9744,1021.34,19.9221,140.429,87.1568,94.958,116.163,13.3685,1382.62,386.606,39.509,18.3128,116.374,731.657,134.225,381.083,1425.54,10.0107,307.084,49.5509,1428.46,17.0938,18.4819,203.606,162.708,10.2996,16.1039,26.4121,313.513,21.3433,78.8739,14.643,14357,17.2121,39.4632,Control
45.8883,25.608,28.247,14.088,43.8598,6.31585,17.1497,38.3407,31.4467,18.892,5.82606,10.6549,26.3263,35.0446,32.8727,28.8645,365.057,8.54375,13.8725,180.406,11.9131,37.2137,640.241,41.6302,28.8367,48.9648,35.9994,56.5132,20.3548,518.289,47.6258,91.6028,64.0347,44.6703,15.4916,25.7591,17.0323,72.0053,57.4344,2704.06,243.198,13.8287,71.5692,8.02148,44.9124,26.7618,58.6042,28.7345,12.3017,11.0307,10.1037,30.1942,54.5343,1402.07,165.175,20.7174,34.0245,364.87,54.0997,10.6254,13.7265,32.0351,20.1562,43.8478,257.948,60.6876,1070.46,302.987,59.9743,21.1303,474.713,90.113,44.2344,30.761,8.4441,10.3498,26.3945,37.324,50.3922,21.3823,83.6698,97.535,30.6985,308.983,735.027,17.7952,28.7832,26.5451,40.2985,18.693,163.576,11.9778,11.4949,21.2548,159.703,8.27335,49.4588,1120.25,11.2951,27.5564,18.1136,35.1389,132.586,26.1196,461.15,4171.21,14.2362,557.737,17.6487,30.3388,327.806,79.5342,1024.28,25.9117,61.4433,39.8967,199.628,23.006,533.243,50.7086,190.943,54.022,162.828,76.7794,306.574,25.0887,67.7202,16.1677,13.879,22.2105,584.346,2054.6,6.31359,193.313,24.7575,255.874,10.6011,456.558,38.6115,18.3416,39.2649,124.29,89.6288,526.419,396.106,77.2506,206.239,193.091,14.3973,74.1502,89.1891,638.748,8.92583,34.0183,210.142,4253.6,502.255,510.923,1373.51,47.0743,27.5026,17.2118,54.4961,6.44,11.5441,52.2928,1154.51,18.1313,112.014,79.9778,75.6928,130.191,12.9546,1458.62,375.989,40.0215,22.3304,141.35,767.478,195.769,430.276,1443.26,12.5556,339.671,65.519,892.878,18.796,24.2192,175.616,192.513,10.8514,17.1831,28.5552,351.008,22.6785,89.0638,14.6335,13766,21.0394,49.0521,Control
53.2713,30.6096,35.7893,11.9978,35.6988,7.0991,16.3481,39.5247,30.585,18.4936,5.18686,9.23222,30.8859,42.5205,44.5478,22.9667,209.35,8.77895,13.1624,158.066,15.8313,32.994,599.708,32.1337,42.3254,43.6129,64.1782,61.7419,25.9327,497.714,43.6604,57.0555,64.5665,45.7548,18.6225,13.3027,11.8822,84.845,76.2422,2854.85,231.956,18.1556,60.0695,9.76212,51.458,32.5817,59.4602,32.6642,10.9487,7.94467,13.1077,37.6958,58.9801,1658.45,151.213,21.1174,35.1899,418.664,44.5692,11.5719,14.5084,29.92,20.4181,40.5796,350.475,85.6709,984.041,221.521,74.5995,28.1487,392.715,59.4721,58.4813,37.5602,8.92702,12.3799,29.6612,44.1547,61.2377,19.494,94.3632,127.375,35.3733,281.164,556.341,21.278,28.0983,32.3587,53.4772,20.2859,167.194,12.5293,14.6173,26.0888,141.22,9.56916,49.995,798.297,12.1597,26.6081,18.9668,44.8775,124.896,28.7538,663.913,4910.93,18.6084,493.438,15.3362,38.3137,455.603,112.865,979.435,24.8685,69.0979,39.8625,160.755,23.1249,540.142,58.3699,159.784,58.511,150.365,93.8589,286.189,23.0819,93.9708,17.9077,20.7543,22.1703,445.429,2160.26,6.69699,140.939,22.3746,256.808,11.5257,444.337,41.2924,24.7479,40.5095,149.46,106.935,403.402,334.154,95.1016,201.832,229.189,19.9072,41.4843,101.05,577.166,9.10523,42.9644,290.087,5217.81,451.296,592.67,1517.44,60.146,34.7254,21.3501,56.6618,5.57313,12.4441,72.6502,1255.39,17.6611,117.427,99.2878,73.1528,102.178,15.3043,1927.12,406.913,56.8855,16.2352,97.1572,698.026,152.87,434.933,1571.12,12.9952,388.869,48.3389,913.862,18.7552,24.5452,121.442,173.565,10.1508,19.56,32.9278,257.019,22.161,71.2356,15.1915,15860.8,22.0639,56.1437,Control
43.0786,39.6851,23.8621,15.2473,45.7968,6.85099,14.3312,38.7301,31.5798,9.88925,5.82741,9.01735,20.4543,32.5339,29.3471,29.6571,319.193,8.38717,11.8591,222.716,12.4053,33.7093,633.871,32.8832,24.6789,34.494,36.1129,42.9198,18.1092,682.625,44.2773,84.8488,64.802,37.0916,14.8465,11.986,17.6207,67.3673,47.7229,3342.29,329.589,13.8208,56.7084,11.2016,46.6253,24.6556,54.1322,32.1255,12.1461,9.42634,12.1123,28.2366,49.5598,1848.76,186.188,32.805,24.2741,312.659,74.741,10.0152,13.9099,33.6949,14.4165,44.1168,330.813,58.3261,1133.92,273.814,47.8837,24.2,455.113,81.6449,35.8907,29.5986,11.0749,10.814,23.7978,48.7443,59.2384,17.0921,76.8564,93.6081,34.5964,311.022,533.269,15.9972,31.931,21.4981,59.5676,13.1864,226.33,11.8713,18.1092,45.8354,99.2573,8.10374,64.087,766.218,15.4072,21.8078,14.2595,29.5809,107.857,31.6427,385.25,5381.27,13.8343,619.577,18.139,34.4347,522.885,93.4635,1199.3,37.33,59.4036,36.264,184.594,14.5426,659.2,51.4964,203.841,47.7016,125.55,84.6284,325.438,21.2305,65.8254,14.7428,16.2361,21.3567,434.372,2129.59,5.47587,184.325,18.2401,239.339,12.3095,515.27,38.2138,21.5882,38.471,111.285,106.644,481.604,392.292,59.9367,308.971,204.498,14.0004,40.4798,121.152,580.923,10.1922,33.0649,201.249,5129.21,675.955,627.946,1636.01,54.0851,21.0334,13.7788,79.5384,6.43385,9.63256,66.1387,1093.73,32.7313,116.884,66.4733,110.109,113.886,13.9707,1837.65,460.388,36.0065,21.1287,143.215,785.144,224.182,417.41,1328.57,12.3474,639.549,70.5671,1175.66,15.8001,16.7901,181.928,203.6,15.8418,13.1482,27.9444,265.844,18.3982,72.2398,14.5545,17540.7,21.4981,30.5678,Control
44.6337,40.906,22.8767,14.4105,43.8876,5.59253,17.0915,40.8629,31.5652,12.8595,4.62606,11.985,22.1636,28.2821,33.4409,31.9953,390.355,8.64598,12.2652,183.747,15.3525,35.2001,538.705,32.0107,26.5676,36.8934,46.1023,47.172,22.1284,502.448,44.7881,77.1852,63.4346,42.8124,17.7108,28.2347,15.3525,72.4015,50.521,3053.14,282.265,11.3001,67.4054,8.48588,48.7359,23.2375,45.0293,23.2392,10.2362,7.36374,11.6474,26.3863,51.5276,1653.35,146.545,20.301,28.0351,327.295,66.8735,10.7539,14.5452,32.1329,13.3967,57.6338,320.583,77.608,1022.78,226.72,60.2679,28.7841,520.645,87.5751,38.3799,28.4431,10.0315,13.3059,16.2934,40.8501,57.8587,20.7538,80.5265,76.5872,45.8211,335.068,649.293,13.3948,23.595,22.6915,56.0314,19.3347,193.841,16.2754,13.076,25.7726,89.5261,7.35902,66.1,1149.42,12.1305,27.6335,19.3863,32.4399,154.945,33.1594,208.64,4577.93,14.1922,509.227,20.0933,36.6733,350.258,74.0813,1073.7,24.1506,64.5074,51.818,175.641,18.1317,561.522,55.5784,220.887,53.3085,148.901,78.9581,227.287,23.801,71.6362,17.6704,19.6708,18.131,589.233,1991.78,6.09319,197.089,22.2468,302.655,10.5645,409.889,41.5692,19.2077,40.5912,108.409,100.577,506.267,300.757,62.2233,191.924,161.864,12.9061,68.8025,112.693,705.203,11.1574,41.4946,287.299,4355.7,364.477,584.51,1468.36,43.0304,24.5738,14.9083,74.3786,6.41441,9.84154,51.9267,1068.49,23.8136,123.54,82.3364,90.9543,166.688,13.0488,1627.97,455.152,42.0848,17.3335,112.693,763.054,138.272,485.577,1596.48,9.89216,428.426,45.3066,1043.44,18.4073,25.1846,231.123,143.804,11.9893,19.1636,28.9737,260.442,22.0341,88.0781,14.4511,14144.9,18.424,27.8187,Control
52.6135,36.8341,41.1974,16.3593,40.0696,5.67679,14.1368,50.2436,24.0112,18.4133,6.8655,9.92951,39.11,35.2293,28.8685,25.497,200.028,8.08499,12.0645,120.139,12.4624,48.5963,493.023,34.1428,38.4426,43.1231,47.4927,50.4284,20.0043,516.549,42.0511,50.3692,47.3499,44.1372,17.0416,17.4508,15.376,84.3834,57.5586,3219.61,215.142,13.5953,75.5757,10.2282,58.2108,34.0988,64.0308,26.9532,17.0401,8.9576,11.5272,39.2389,61.1443,1523.7,116.457,14.056,43.1231,389.335,52.9358,9.36934,16.775,27.0963,15.0882,39.562,270.983,60.9863,1420.08,168.48,60.6483,20.0138,292.672,52.296,45.1075,32.2003,9.79673,12.2512,32.8478,48.8217,62.3379,20.0954,101.756,103.321,41.308,183.293,475.832,20.9998,29.4885,24.2288,44.7819,14.8696,242.106,14.0765,11.0266,18.8378,160.643,8.8599,43.2723,1027.75,10.9014,39.0776,17.7268,30.2616,99.7815,30.5116,221.678,4638.46,15.0113,393.544,16.3951,27.9886,545.114,76.7815,970.713,46.129,75.132,41.8592,136.246,19.6879,714.14,55.6979,104.397,47.9687,179.328,82.4899,240.857,27.6676,83.0429,15.8452,15.3463,20.3375,445.748,996.432,6.46466,133.092,26.253,278.626,14.4436,216.819,29.7142,28.1764,30.2263,138.821,106.915,224.751,287.392,82.0866,304.412,171.79,16.3633,48.2273,94.087,311.018,10.9553,44.1724,257.029,4282.63,536.537,445.735,1536.99,43.9336,25.7154,22.7063,66.7583,6.20793,11.6865,54.1966,983.578,13.2098,48.4453,82.0555,77.4934,140.454,16.0875,1133.23,186.552,59.2044,15.3335,92.2153,333.869,128.408,287.478,1200.39,14.6969,129.903,53.125,1141.87,16.5973,30.8251,169.321,158.387,11.4764,15.9343,37.1984,262.155,17.0582,41.9546,15.8414,16040.5,24.0112,49.5228,Control
36.7974,43.1752,23.9397,13.7082,37.0548,6.04651,11.6445,38.9181,33.0867,17.5121,4.60475,9.54239,22.679,31.4505,32.5525,31.3625,280.297,8.33381,11.8675,206.774,12.7756,29.7386,513.44,28.7706,25.4669,32.963,41.1166,47.5732,22.9944,520.013,42.194,52.9777,61.8118,34.3771,16.0998,21.5835,20.0569,64.8671,51.6624,2883.63,246.075,12.1199,47.5341,8.866,30.6858,23.3194,39.8077,27.8361,13.8428,9.01212,14.1263,32.5358,46.1908,1430.98,115.258,19.2534,24.6295,327.51,66.1384,7.79753,14.07,30.1128,16.4753,54.1784,311.953,57.9683,1102.31,233.339,56.1724,28.7631,461.128,69.9527,37.7446,29.3166,9.62455,11.2738,21.5457,46.7817,50.1308,20.8566,75.7143,99.8896,36.2779,221.345,591.062,12.2096,22.4688,23.9046,49.319,16.7216,147.576,10.8913,13.3066,30.0993,133.248,7.41807,64.957,955.917,10.306,24.4765,16.7387,36.6917,128.899,36.6825,365.721,4498.51,16.0121,475.06,16.7937,31.6178,435.49,72.9421,817.27,30.5502,72.3124,50.1508,159.517,13.2409,620.765,47.8529,173.247,46.9412,191.721,60.3331,219.35,25.7162,69.8376,12.6497,15.823,21.0407,497.826,1973.49,6.20582,160.543,20.0073,255.468,10.6131,378.201,29.7187,18.1679,31.694,110.126,80.0489,318.049,329.343,68.4426,205.914,162.67,18.6029,50.012,137.702,594.235,9.03659,26.4268,239.45,4510.65,471.727,540.694,1321.87,36.2779,19.6739,15.0302,73.2142,6.31121,8.0682,49.1001,1027.85,15.2704,118.591,77.5633,75.4124,98.4574,13.2692,1440.92,366.034,34.9912,33.6078,111.188,584.157,162.071,378.333,1368.79,9.3746,419.892,59.9464,1029.2,20.3699,20.9971,178.779,141.587,10.0587,16.0536,24.7832,275.214,18.008,143.805,14.9169,13494.2,20.712,37.5464,Control
51.3612,18.2347,29.6945,14.9283,21.3018,5.87248,14.4022,49.0187,34.3628,20.6319,5.13075,8.55243,42.8283,27.2551,26.4363,23.9069,256.433,8.04329,17.0071,185.661,12.5405,47.7175,681.355,27.38,37.5994,38.7866,58.5055,64.2885,31.3778,469.063,41.8874,39.4843,52.3309,55.9759,14.1085,10.738,10.6408,86.0158,82.2845,2969.78,202.553,15.3802,83.3506,10.4304,55.1362,39.1271,55.9681,41.9538,14.6407,8.20642,16.4329,32.6204,88.2451,1861.41,114.224,13.7393,35.5038,315.302,44.3097,8.9574,17.3953,25.1854,13.4858,34.3805,227.142,39.397,1319.7,200.295,71.5989,12.9038,449.866,41.6844,60.2728,34.4408,8.88617,11.1337,26.7193,55.7437,82.8301,19.2422,114.109,125.418,25.2383,198.192,690.912,22.0832,30.3803,34.2494,36.5571,24.5091,150.615,11.0857,9.33582,19.4526,86.4871,7.85616,30.339,1143.39,8.27729,34.8813,16.8545,37.7667,179.184,38.9727,259.874,4812.13,18.0965,501.587,15.2667,33.2041,548.907,92.9655,840.146,18.2781,68.0783,59.5097,173.94,26.0519,673.748,50.5562,163.389,50.2522,162.765,72.2161,246.059,34.0441,90.9752,14.9119,23.717,22.1056,456.95,1724.14,6.38769,123.488,23.6369,160.477,13.097,295.81,46.339,30.8691,30.1777,153.675,106.365,309.828,224.958,85.3792,168.168,146.612,14.6782,43.6606,123.403,526.888,8.08789,40.2373,279.861,4700.44,351.367,550.639,1736.3,52.5925,23.4591,16.915,58.759,6.16878,12.6058,54.3354,1119.24,14.1186,109.596,95.8682,50.4192,56.61,23.7608,1360.09,341.782,50.3927,16.3956,93.686,590.693,112.823,448.427,1161.24,18.9393,281.583,66.2506,1120.04,16.188,25.2018,172.457,123.44,8.54002,16.7381,28.7787,225.723,22.4765,62.5454,13.9511,14732.7,16.9471,51.3451,Control
44.2479,19.9803,35.0094,15.0871,31.9348,5.91232,14.834,39.6824,29.9257,20.682,6.10551,10.9231,34.392,33.7498,39.5895,24.0282,160.169,8.28787,13.9499,165.845,12.9695,47.5819,424,24.9559,40.4929,38.5258,49.2885,51.6725,25.2741,426.555,44.7466,73.8251,64.3765,53.5284,19.7521,13.6429,14.2339,89.3946,57.2312,2549.45,184.919,14.3411,100.196,8.54439,45.365,20.2051,55.6709,33.8252,18.9308,8.52377,12.193,18.7302,70.4017,1683.79,93.4398,15.0599,30.9487,340.685,50.089,8.33751,17.0548,26.702,23.8132,49.5018,229.353,51.0377,997.698,153.366,95.6842,28.5628,282.524,55.6546,47.8717,39.3273,9.37673,11.3587,25.3905,55.5564,53.3619,20.2664,85.6795,93.9295,28.7779,195.092,543.959,17.4879,22.5812,29.4249,37.3202,20.1775,198.155,8.56379,11.7435,23.5843,130.86,9.61679,40.4914,949.22,10.9477,26.353,16.7749,36.8156,130.23,33.067,293.287,4941.35,12.0655,373.098,20.2245,46.1369,477.878,86.7256,959.562,27.8077,68.0152,61.421,156.549,23.248,666.861,67.8903,124.302,54.4146,149.266,77.6846,265.254,26.9166,73.345,20.2627,22.7963,26.7704,565.421,1676.6,7.11942,112.348,25.5947,283.71,10.8838,288.875,33.9897,28.987,38.81,124.781,99.4731,281.031,318.44,69.9829,189.169,184.661,17.4208,28.4546,144.673,429.682,14.1886,33.1869,217.866,3694.47,507.342,525.829,1087.21,52.5017,22.2842,16.6513,67.1684,5.96324,12.2982,43.1274,1098.23,16.5966,126.04,71.0582,55.0321,105.211,16.5793,678.423,355.993,45.2513,12.8582,126.734,380.899,120.529,270.144,1229.71,12.6707,264.431,58.1782,1142.55,18.244,25.2163,206.356,153.047,12.5369,13.9478,31.5859,292.919,18.5529,38.8644,12.4451,14261.5,22.8582,44.8178,Control
64.9668,13.4116,37.8368,17.2889,27.7646,6.11257,15.2378,45.5079,29.3474,16.7167,5.63319,7.31795,26.3632,31.8737,31.3671,22.5808,182.6,8.377,14.1449,169.301,9.42575,54.4697,383.473,35.2137,29.9734,51.3681,44.9276,65.1165,21.3507,304.981,38.7213,37.1655,70.7217,38.4364,12.2467,9.24771,11.9333,82.9531,75.0449,2445.43,170.998,10.9892,72.84,8.64959,43.6059,30.6648,55.7619,27.7025,16.6182,8.53454,13.1614,30.8255,59.9054,1798.22,124.119,12.8089,30.9631,296.533,39.0044,9.73281,17.0398,28.6944,11.7991,88.6673,190.322,58.1937,1135.84,199.484,70.5943,17.2672,400.669,48.2144,45.9056,25.1492,8.28645,10.162,40.6785,47.4596,66.9699,20.5423,80.3753,143.79,34.901,185.265,417.95,19.1816,27.27,25.4878,51.1593,25.7755,153.854,16.0249,9.38157,19.402,177.679,7.1361,30.8455,860.463,11.1902,33.0258,16.2234,43.9747,146.348,34.942,240.954,3541.66,16.5131,371.954,14.5592,31.9056,367.711,79.7732,882.529,26.6131,65.1226,49.2515,183.782,23.1702,602.582,52.6709,132.922,53.1479,111.43,92.403,202.942,25.3976,75.2489,18.5949,17.9634,21.9856,408.712,895.122,6.09073,143.023,24.4198,235.358,12.2155,221.601,37.067,17.6783,38.0922,143.864,90.6455,262.124,184.283,87.9331,107.846,239.615,17.7141,48.2706,98.0898,424.801,9.06744,30.4656,203.369,4270.5,387.37,366.304,1219.72,56.8242,31.4146,16.2595,37.7653,6.14618,11.487,45.7338,1005.86,15.4743,70.4836,82.4867,62.1471,42.6567,12.5083,1245.89,311.695,42.52,20.2923,78.8042,405.121,84.6422,340.413,786.171,11.3727,208.4,79.2741,997.894,16.5655,21.6847,146.434,82.1312,8.93939,20.5183,28.1647,163.226,20.8605,46.7412,15.2017,13599.1,24.9534,71.8092,Control
41.1524,32.6319,25.9132,12.6705,29.7138,5.70285,12.399,35.7928,25.064,20.015,5.38827,12.1364,28.297,33.5704,30.6403,28.707,252.507,8.54249,13.0088,175.69,12.646,29.5778,424.12,42.0909,29.2714,37.3218,58.6674,53.9458,22.5382,493.555,45.0786,64.39,46.7941,44.7867,13.3009,15.4494,14.3587,79.9617,51.6558,2820.1,268.422,12.1642,61.0535,8.9282,46.767,25.49,54.3612,21.1853,10.3764,7.54886,10.6064,27.1737,58.9204,1658.15,154.619,20.726,26.2575,351.142,59.5622,9.17882,14.8569,26.9591,18.7132,41.4227,265.241,58.2074,1085.49,178.019,53.2464,30.651,447.953,68.2119,49.3081,26.044,9.6241,9.55586,17.2022,44.5202,62.949,19.9593,75.3572,122.962,47.5755,203.484,623.454,17.4724,25.4175,22.312,54.4427,16.9819,171.855,11.6799,10.9706,23.2815,134.214,8.40137,52.5264,974.726,11.9576,26.2329,14.7546,36.8846,150.051,35.5676,183.336,3884.87,14.8099,487.544,18.825,29.7882,446.466,84.556,1065.89,26.2222,58.5969,46.5943,174.375,15.7484,615.948,50.3706,136.191,57.7462,150.789,83.4111,240.565,26.9591,71.3862,16.6659,16.2184,16.9442,451.497,1484.75,6.19277,158.391,18.4259,253.838,12.7568,349.909,36.6086,17.8953,40.3875,121.514,104.748,457.467,294.041,56.2978,190.221,185.082,15.2224,58.1751,109.226,629.842,10.5576,35.5511,343.405,4158.36,336.277,452.614,1498.48,43.4181,25.0246,16.3513,57.0335,6.30856,8.61566,58.2074,1118.18,18.3344,107.984,74.2978,63.0918,82.7188,14.9421,1392.53,369.806,34.9045,21.9783,113.722,756.843,164.951,310.999,1171.21,13.7678,290.359,62.9227,982.551,15.1113,19.789,180.215,139.023,11.554,17.9614,27.8907,211.356,19.0261,68.4444,13.3921,13497,19.9399,31.1369,Control
45.7,17.6289,29.8234,16.6439,26.1475,7.23621,17.4583,40.9685,30.9942,20.6501,5.23421,8.60052,29.1074,43.0086,39.4366,22.8591,218.53,8.69347,16.0443,151.615,12.6422,36.6319,351.483,38.3966,34.7643,31.5133,55.1448,54.2354,20.1524,410.635,46.0664,33.4123,64.9247,41.4495,17.0045,11.7382,16.236,87.3216,70.8491,2382.19,198.125,13.8507,82.2801,9.57148,56.0288,22.2827,61.7835,27.625,9.81079,7.60194,14.9501,37.5958,54.8179,1382.63,136.429,16.7981,33.6347,246.531,51.5033,12.4379,14.5018,26.606,15.5502,60.2698,234.38,111.442,710.769,165.116,65.183,19.9702,386.184,83.5683,64.5875,38.1151,10.0399,9.62672,28.3877,44.9327,55.4614,20.5582,89.3407,116.854,37.1264,243.838,386.124,17.4583,27.3169,28.7303,59.7727,22.1811,153.176,14.5753,11.4784,21.6328,138.824,6.78174,51.9012,574.917,9.66952,22.7969,13.4482,39.3317,149.997,27.3592,174.822,3709.73,14.9159,326.884,14.1242,39.7112,430.33,98.0637,1068.29,23.2042,53.8755,40.4393,99.4411,22.0371,448.794,54.0038,168.992,47.4559,122.849,77.5837,238.75,21.8427,87.9114,14.2723,20.5718,17.2398,401.782,1239.93,6.34258,155.399,21.2712,246.978,9.44995,408.356,43.6708,26.397,49.4914,162.684,98.2794,345.665,277.234,95.5436,174.939,230.676,18.7386,37.0967,109.707,749.004,8.99277,41.4921,153.039,2903.65,229.493,495.906,1149.96,53.4409,31.1183,16.0057,53.9539,6.62373,9.23798,59.5684,1206.32,22.7434,76.0754,104.356,75.173,89.0571,14.4426,1203.02,257.232,51.5322,22.7861,92.8714,557.373,189.959,308.291,1299.71,10.4293,166.349,59.0443,644.804,15.1174,23.1102,140.085,161.896,12.9562,14.8073,30.2146,228.194,18.5509,97.2742,12.9618,12357.8,21.3729,49.8855,Control
55.1744,21.9752,31.5131,12.8524,24.2509,5.76673,16.9536,39.5589,31.5535,14.9873,5.79203,10.9857,33.0146,36.8051,29.3657,27.8958,343.765,10.5153,16.2015,147.156,14.8751,41.792,469.8,24.027,28.7234,32.3764,39.8943,55.8469,22.8956,558.986,51.7024,70.7085,64.4893,37.7069,19.4402,15.3544,17.4623,54.7337,53.4672,2729.16,212.537,13.4148,74.9659,11.0202,40.554,27.8989,46.3518,28.3148,19.7844,7.89574,13.9321,28.9063,58.3789,1770.51,121.35,15.5319,32.8243,259.588,48.2941,8.98753,18.2373,24.9499,16.4502,60.6712,226.473,64.3107,1364.06,186.034,97.3534,21.9314,288.709,35.4742,53.5375,29.4068,10.0728,13.7067,21.6122,51.1054,60.2642,16.9182,81.6326,105.878,35.5629,197.835,508.322,14.7748,27.8265,25.0602,60.8018,19.9776,186.455,12.2983,8.47466,28.8073,85.6529,10.4006,44.3677,843.009,11.0717,24.9358,15.8717,49.1032,135.696,33.7944,201.206,4761.83,18.005,368.541,18.3819,39.0687,527.574,99.9911,855.431,31.5083,66.021,53.3842,144.423,21.4359,534.441,62.7739,151.238,38.867,181.867,96.4438,244.178,28.8651,82.1362,17.74,18.226,24.8331,392.818,1438.93,7.42716,153.617,20.8355,203.033,11.7989,301.793,43.5729,24.574,46.3866,111.778,93.2129,234.436,332.51,76.4005,234.85,179.146,25.0602,41.7689,111.363,518.287,12.0713,37.228,216.384,3187.19,324.48,474.558,1525.19,63.7329,23.4432,18.0373,70.0811,6.94298,10.0588,67.3507,1088.25,17.1818,92.5368,72.5791,73.7548,88.6106,15.4873,1095.08,342.309,60.8018,13.2345,92.8983,538.901,129.434,368.942,1252.11,12.1023,359.782,77.3205,833.268,20.5176,24.8321,220.61,127.674,10.082,18.6059,40.0233,305.143,24.4477,49.6788,17.8932,14989.9,23.6998,60.7336,Control
