240849_at,1556314_a_at,233846_at,1563946_at,217593_at,228878_s_at,244268_x_at,238035_at,233443_at,230291_s_at,215137_at,1558154_at,1553600_at,241458_at,227356_at,242306_at,235775_at,1554154_at,228933_at,233871_at,237643_at,1566690_at,209159_s_at,242980_at,208819_at,224370_s_at,241170_at,237707_at,221948_s_at,238023_at,232421_at,230300_at,1557446_x_at,223168_at,217462_at,202254_at,219495_s_at,242366_at,219461_at,223167_s_at,217413_s_at,1555979_at,233546_at,1567590_at,210341_at,207084_at,234411_x_at,235889_at,208878_s_at,204059_s_at,226607_at,235072_s_at,236933_at,1555962_at,1560797_s_at,201773_at,210387_at,233835_at,226774_at,1557322_at,242180_at,219355_at,1565662_at,224810_s_at,224066_s_at,1555548_at,224287_at,1560303_at,213345_at,51158_at,216338_s_at,218979_at,210445_at,236193_at,232674_at,241361_at,203769_s_at,237851_at,226806_s_at,229562_at,229967_at,201181_at,202063_s_at,1561928_s_at,238821_at,216888_at,243283_at,227196_at,1552729_at,236660_at,1562910_at,244630_at,215636_at,219455_at,227618_at,219594_at,228949_at,221954_at,204108_at,208138_at,206738_at,206329_at,205920_at,236040_at,225200_at,236398_s_at,228642_at,239402_at,233483_at,205803_s_at,1569362_at,230100_x_at,241819_at,239657_x_at,225915_at,228250_at,213222_at,221676_s_at,217142_at,204689_at,1556228_a_at,225142_at,226137_at,215507_x_at,211171_s_at,206827_s_at,210956_at,1561631_at,1553569_at,226466_s_at,216398_at,232829_at,239847_at,218729_at,238476_at,234750_at,205486_at,225013_at,212864_at,1561459_at,1564876_s_at,226115_at,222020_s_at,243111_at,216794_at,234271_at,207004_at,228835_at,221958_s_at,241817_at,1566577_at,236849_at,238469_at,224133_at,1553235_at,223888_s_at,222498_at,228415_at,226298_at,237696_at,209056_s_at,225880_at,221840_at,239135_at,209001_s_at,232104_at,242767_at,215372_x_at,202056_at,226512_at,244070_at,203097_s_at,1563453_at,225366_at,228757_at,213261_at,233734_s_at,224975_at,91682_at,225363_at,201972_at,233447_at,234110_at,216566_at,234373_x_at,228405_at,232076_at,230532_at,1565733_at,1552415_a_at,239843_at,235038_at,211500_at,214857_at,205416_s_at,238245_at,235934_at,241143_at,227112_at,202822_at,Class
49.9893,42.8387,31.9151,52.7747,26.4756,34.5534,195.366,566.247,44.8207,6.36894,56.8733,34.8947,32.9044,60.1318,1001.82,12.6962,12.0779,41.368,82.6396,9.36276,24.266,44.6714,15.7644,8.15139,1564.21,5.78018,7.18505,13.7279,45.0882,12.2448,11.6502,69.9539,28.108,341.395,31.4037,116.374,79.639,519.093,15.8696,225.229,48.2204,18.4598,9.86764,16.9771,13.3685,17.5102,35.2368,26.1955,459.202,11.7352,172.01,470.967,46.518,38.5462,18.7773,557.568,60.1962,15.3792,195.634,26.842,20.4482,43.4263,85.8952,2695.77,16.7066,27.1351,23.5019,9.65386,42.3901,17.7825,581.611,233.291,9.37627,307.084,27.1956,30.2594,66.3323,62.6021,36.4507,58.32,4018.61,150.745,37.5497,31.2901,18.8412,40.8255,19.4424,10.1669,46.1709,56.6848,17.0223,26.9005,10.0107,19.913,491.371,405.145,518.889,363.828,268.316,35.6574,48.416,25.0556,74.668,21.9767,435.042,103.598,424.946,8.94251,56.2577,10.4337,8.79201,161.499,114.769,59.4838,64.6923,25.0024,116.163,1052.42,127.564,210.606,226.756,116.702,80.5978,45.9929,12.5697,69.9561,13.5686,7.22602,10591.5,296.171,18.4819,287.19,8.61756,295.761,392.64,20.1681,177.462,19.4335,563.192,15.9253,32.8021,140.429,14.643,45.7776,22.5553,29.7458,84.1095,62.5918,302.821,145.61,32.3334,38.1074,85.3972,43.5449,28.9011,26.8746,162.708,309.255,211.708,15.4516,341.673,195.332,1359.36,1963.16,1425.54,35.2932,9.84661,78.0793,324.141,129.425,15.7644,1091.06,22.595,129.837,47.0329,650.888,172.63,23.8709,48.6599,4828.97,2927.35,10.2107,6.21942,7.17459,41.4031,121.739,90.2633,115.302,10.1127,14.0317,173.559,7.89322,75.1273,118.069,56.946,43.9797,39.2529,26.4121,848.168,313.513,Control
45.8883,25.608,28.247,59.9743,41.6302,35.0446,180.406,510.923,38.3407,6.31585,56.5132,37.2137,32.8727,54.0997,975.591,14.088,10.6549,43.8598,91.6028,10.6011,28.8367,64.0347,20.1562,8.27335,1402.07,5.82606,6.09517,10.3498,48.9648,17.1497,13.8725,49.4588,16.4549,365.057,26.7618,141.35,90.113,518.289,13.7265,228.996,57.4344,20.3548,7.7428,12.3017,12.9546,14.2362,22.9418,21.2548,474.713,25.7591,162.828,640.241,47.6258,43.8478,14.6331,638.748,70.873,18.693,172.489,20.7174,34.0245,21.1303,74.1922,2704.06,18.892,31.4467,31.2671,8.54375,51.8828,21.3823,533.243,308.983,11.5441,339.671,26.5451,35.1389,54.4961,54.5343,48.5295,50.3922,4253.6,243.198,28.8645,32.0351,17.0323,47.0743,11.2951,8.4441,42.996,40.2831,23.2105,26.3263,12.5556,20.1329,557.737,391.729,461.15,364.87,255.874,44.6703,45.9522,19.5934,118.928,28.7345,393.641,100.544,378.098,8.35431,54.6619,9.45688,11.0307,190.943,97.9859,71.5692,74.1502,29.483,130.191,1120.25,132.586,306.574,206.239,108.835,135.899,39.8967,10.1037,58.6042,15.4189,6.31359,11860.6,315.69,24.2192,149.028,9.40121,284.444,526.419,20.3837,163.576,13.879,327.806,13.4697,30.3388,112.014,14.6335,44.8961,21.722,26.3945,83.6698,68.0018,471.611,199.628,30.1942,25.9117,152.76,44.9124,28.7832,27.5564,192.513,396.106,291.469,13.8287,405.944,193.313,1373.51,2054.6,1443.26,44.3818,11.9778,79.5342,257.948,118.435,15.4916,1153.3,22.1064,165.175,50.7086,821.585,193.091,29.1671,41.8595,4171.21,2716.1,10.6254,6.44,9.47425,44.2344,97.535,76.7794,159.418,10.9014,12.9517,302.987,9.16494,89.6288,131.156,43.3706,37.324,39.2649,28.5552,922.656,351.008,Control
53.2713,30.6096,35.7893,74.5995,32.1337,42.5205,158.066,592.67,39.5247,7.0991,61.7419,32.994,44.5478,44.5692,887.481,11.9978,9.23222,35.6988,57.0555,11.5257,42.3254,64.5665,20.4181,9.56916,1658.45,5.18686,7.07305,12.3799,43.6129,16.3481,13.1624,49.995,32.2475,209.35,32.5817,97.1572,59.4721,497.714,14.5084,199.892,76.2422,25.9327,7.1937,10.9487,15.3043,18.6084,32.6563,26.0888,392.715,13.3027,150.365,599.708,43.6604,40.5796,16.1579,577.166,114.221,20.2859,170.946,21.1174,35.1899,28.1487,90.9517,2854.85,18.4936,30.585,30.9339,8.77895,55.9082,19.494,540.142,281.164,12.4441,388.869,32.3587,44.8775,56.6618,58.9801,33.7517,61.2377,5217.81,231.956,22.9667,29.92,11.8822,60.146,12.1597,8.92702,50.7666,32.2851,20.6436,30.8859,12.9952,18.0601,493.438,437.767,663.913,418.664,256.808,45.7548,58.0177,21.1796,66.4962,32.6642,330.21,169.389,530.344,10.5091,48.7485,10.36,7.94467,159.784,90.7463,60.0695,41.4843,28.8344,102.178,798.297,124.896,286.189,201.832,101.637,78.3125,39.8625,13.1077,59.4602,19.3763,6.69699,11996.6,298.479,24.5452,284.132,10.9501,290.539,403.402,28.0315,167.194,20.7543,455.603,18.9562,38.3137,117.427,15.1915,49.7074,24.3795,29.6612,94.3632,62.6734,754.965,160.755,37.6958,24.8685,97.5188,51.458,28.0983,26.6081,173.565,334.154,246.096,18.1556,291.953,140.939,1517.44,2160.26,1571.12,60.1595,12.5293,112.865,350.475,109.464,18.6225,1184.68,26.4453,151.213,58.3699,809.042,229.189,31.827,47.9215,4910.93,2101.73,11.5719,5.57313,7.27865,58.4813,127.375,93.8589,102.226,11.5,13.2319,221.521,9.86663,106.935,138.851,36.8907,44.1547,40.5095,32.9278,832.086,257.019,Control
43.0786,39.6851,23.8621,47.8837,32.8832,32.5339,222.716,627.946,38.7301,6.85099,42.9198,33.7093,29.3471,74.741,888.702,15.2473,9.01735,45.7968,84.8488,12.3095,24.6789,64.802,14.4165,8.10374,1848.76,5.82741,6.18908,10.814,34.494,14.3312,11.8591,64.087,43.9755,319.193,24.6556,143.215,81.6449,682.625,13.9099,434.807,47.7229,18.1092,10.1851,12.1461,13.9707,13.8343,26.3324,45.8354,455.113,11.986,125.55,633.871,44.2773,44.1168,23.5108,580.923,121.745,13.1864,181.486,32.805,24.2741,24.2,86.7708,3342.29,9.88925,31.5798,24.8303,8.38717,43.8168,17.0921,659.2,311.022,9.63256,639.549,21.4981,29.5809,79.5384,49.5598,32.6074,59.2384,5129.21,329.589,29.6571,33.6949,17.6207,54.0851,15.4072,11.0749,51.7521,40.268,21.4981,20.4543,12.3474,17.2844,619.577,495.642,385.25,312.659,239.339,37.0916,42.3766,17.0068,104.727,32.1255,486.422,127.092,532.213,8.64079,56.0569,11.9782,9.42634,203.841,94.4432,56.7084,40.4798,32.64,113.886,766.218,107.857,325.438,308.971,175.066,136.379,36.264,12.1123,54.1322,13.9825,5.47587,10577.7,306.844,16.7901,428.682,8.04532,305.025,481.604,18.3947,226.33,16.2361,522.885,17.0546,34.4347,116.884,14.5545,39.6988,21.6101,23.7978,76.8564,78.7872,321.14,184.594,28.2366,37.33,105.019,46.6253,31.931,21.8078,203.6,392.292,216.474,13.8208,382.707,184.325,1636.01,2129.59,1328.57,34.8388,11.8713,93.4635,330.813,134.369,14.8465,1028.71,28.5605,186.188,51.4964,1350.62,204.498,24.1908,39.9506,5381.27,2289.16,10.0152,6.43385,6.73528,35.8907,93.6081,84.6284,129.031,8.30397,11.7588,273.814,10.4649,106.644,114.738,68.3903,48.7443,38.471,27.9444,797.257,265.844,Control
44.6337,40.906,22.8767,60.2679,32.0107,28.2821,183.747,584.51,40.8629,5.59253,47.172,35.2001,33.4409,66.8735,944.515,14.4105,11.985,43.8876,77.1852,10.5645,26.5676,63.4346,13.3967,7.35902,1653.35,4.62606,6.50538,13.3059,36.8934,17.0915,12.2652,66.1,45.2517,390.355,23.2375,112.693,87.5751,502.448,14.5452,224.268,50.521,22.1284,8.06262,10.2362,13.0488,14.1922,26.1435,25.7726,520.645,28.2347,148.901,538.705,44.7881,57.6338,16.2704,705.203,46.921,19.3347,212.179,20.301,28.0351,28.7841,85.1089,3053.14,12.8595,31.5652,30.5058,8.64598,46.5322,20.7538,561.522,335.068,9.84154,428.426,22.6915,32.4399,74.3786,51.5276,43.643,57.8587,4355.7,282.265,31.9953,32.1329,15.3525,43.0304,12.1305,10.0315,40.8781,43.1815,19.5268,22.1636,9.89216,18.3799,509.227,327.098,208.64,327.295,302.655,42.8124,47.3377,21.2252,111.496,23.2392,434.233,95.7693,181.659,10.9611,56.2166,12.8377,7.36374,220.887,136.982,67.4054,68.8025,35.0644,166.688,1149.42,154.945,227.287,191.924,146.971,132.766,51.818,11.6474,45.0293,16.764,6.09319,10822.5,253.517,25.1846,225.646,10.1286,220.696,506.267,24.3335,193.841,19.6708,350.258,13.9811,36.6733,123.54,14.4511,39.4118,22.4429,16.2934,80.5265,77.6351,188.441,175.641,26.3863,24.1506,132.471,48.7359,23.595,27.6335,143.804,300.757,205.724,11.3001,379.981,197.089,1468.36,1991.78,1596.48,42.3021,16.2754,74.0813,320.583,138.389,17.7108,1119,24.8958,146.545,55.5784,997.456,161.864,33.2455,45.8765,4577.93,2974.87,10.7539,6.41441,8.16233,38.3799,76.5872,78.9581,116.059,11.6952,14.0256,226.72,9.01405,100.577,112.251,47.1278,40.8501,40.5912,28.9737,884.403,260.442,Control
52.6135,36.8341,41.1974,60.6483,34.1428,35.2293,120.139,445.735,50.2436,5.67679,50.4284,48.5963,28.8685,52.9358,393.844,16.3593,9.92951,40.0696,50.3692,14.4436,38.4426,47.3499,15.0882,8.8599,1523.7,6.8655,5.91578,12.2512,43.1231,14.1368,12.0645,43.2723,60.8426,200.028,34.0988,92.2153,52.296,516.549,16.775,135.848,57.5586,20.0043,8.83738,17.0401,16.0875,15.0113,35.2704,18.8378,292.672,17.4508,179.328,493.023,42.0511,39.562,16.6587,311.018,45.0547,14.8696,185.346,14.056,43.1231,20.0138,97.0846,3219.61,18.4133,24.0112,35.6696,8.08499,77.4523,20.0954,714.14,183.293,11.6865,129.903,24.2288,30.2616,66.7583,61.1443,44.4975,62.3379,4282.63,215.142,25.497,27.0963,15.376,43.9336,10.9014,9.79673,49.8393,28.159,23.4594,39.11,14.6969,19.021,393.544,718.778,221.678,389.335,278.626,44.1372,59.0667,25.8867,131.712,26.9532,258.871,147.826,372.77,11.3932,61.103,9.92589,8.9576,104.397,44.2723,75.5757,48.2273,22.9903,140.454,1027.75,99.7815,240.857,304.412,97.0794,92.6111,41.8592,11.5272,64.0308,16.3633,6.46466,8918.47,396.487,30.8251,143.68,7.76144,195.153,224.751,20.9474,242.106,15.3463,545.114,14.0024,27.9886,48.4453,15.8414,64.9606,20.7567,32.8478,101.756,99.8825,304.418,136.246,39.2389,46.129,64.0388,58.2108,29.4885,39.0776,158.387,287.392,213.321,13.5953,327.137,133.092,1536.99,996.432,1200.39,59.9247,14.0765,76.7815,270.983,115.03,17.0416,635.345,20.3916,116.457,55.6979,1364.17,171.79,27.6427,46.2432,4638.46,1411.18,9.36934,6.20793,8.87838,45.1075,103.321,82.4899,120.046,12.0815,11.5305,168.48,8.34082,106.915,100.615,33.1331,48.8217,30.2263,37.1984,520.834,262.155,Control
36.7974,43.1752,23.9397,56.1724,28.7706,31.4505,206.774,540.694,38.9181,6.04651,47.5732,29.7386,32.5525,66.1384,662.904,13.7082,9.54239,37.0548,52.9777,10.6131,25.4669,61.8118,16.4753,7.41807,1430.98,4.60475,7.85711,11.2738,32.963,11.6445,11.8675,64.957,22.1099,280.297,23.3194,111.188,69.9527,520.013,14.07,200.303,51.6624,22.9944,7.69704,13.8428,13.2692,16.0121,29.237,30.0993,461.128,21.5835,191.721,513.44,42.194,54.1784,13.0962,594.235,67.7436,16.7216,174.307,19.2534,24.6295,28.7631,76.4463,2883.63,17.5121,33.0867,31.07,8.33381,53.8058,20.8566,620.765,221.345,8.0682,419.892,23.9046,36.6917,73.2142,46.1908,47.2565,50.1308,4510.65,246.075,31.3625,30.1128,20.0569,36.2779,10.306,9.62455,47.0661,28.9299,18.0066,22.679,9.3746,18.108,475.06,352.518,365.721,327.51,255.468,34.3771,39.1716,19.6614,79.6401,27.8361,383.967,121.696,499.774,11.5715,52.571,9.72259,9.01212,173.247,121.101,47.5341,50.012,21.7852,98.4574,955.917,128.899,219.35,205.914,110.84,81.3168,50.1508,14.1263,39.8077,13.9958,6.20582,11099.6,319.387,20.9971,311.258,15.6127,284.694,318.049,18.1377,147.576,15.823,435.49,21.8288,31.6178,118.591,14.9169,56.4424,23.23,21.5457,75.7143,71.8002,297.333,159.517,32.5358,30.5502,105.556,30.6858,22.4688,24.4765,141.587,329.343,223.095,12.1199,376.89,160.543,1321.87,1973.49,1368.79,35.1138,10.8913,72.9421,311.953,102.536,16.0998,1133.64,25.307,115.258,47.8529,1118.07,162.67,24.1268,40.7399,4498.51,2298.22,7.79753,6.31121,8.95531,37.7446,99.8896,60.3331,114.466,11.3445,11.858,233.339,9.82818,80.0489,137.933,41.9694,46.7817,31.694,24.7832,804.393,275.214,Control
51.3612,18.2347,29.6945,71.5989,27.38,27.2551,185.661,550.639,49.0187,5.87248,64.2885,47.7175,26.4363,44.3097,685.679,14.9283,8.55243,21.3018,39.4843,13.097,37.5994,52.3309,13.4858,7.85616,1861.41,5.13075,6.7626,11.1337,38.7866,14.4022,17.0071,30.339,21.6087,256.433,39.1271,93.686,41.6844,469.063,17.3953,127.889,82.2845,31.3778,8.59192,14.6407,23.7608,18.0965,31.4502,19.4526,449.866,10.738,162.765,681.355,41.8874,34.3805,17.9557,526.888,177.354,24.5091,207.515,13.7393,35.5038,12.9038,111.577,2969.78,20.6319,34.3628,58.9362,8.04329,65.4535,19.2422,673.748,198.192,12.6058,281.583,34.2494,37.7667,58.759,88.2451,23.5791,82.8301,4700.44,202.553,23.9069,25.1854,10.6408,52.5925,8.27729,8.88617,50.8598,30.796,34.9211,42.8283,18.9393,25.7832,501.587,443.223,259.874,315.302,160.477,55.9759,70.3388,29.6413,137.411,41.9538,297.431,143.433,509.331,10.9642,60.1504,8.71574,8.20642,163.389,65.2826,83.3506,43.6606,19.7748,56.61,1143.39,179.184,246.059,168.168,135.714,82.1876,59.5097,16.4329,55.9681,16.3684,6.38769,10865,354.447,25.2018,374.917,8.72437,210.095,309.828,36.9548,150.615,23.717,548.907,27.0506,33.2041,109.596,13.9511,47.7642,23.5654,26.7193,114.109,55.7476,317.11,173.94,32.6204,18.2781,143.433,55.1362,30.3803,34.8813,123.44,224.958,181.488,15.3802,330.201,123.488,1736.3,1724.14,1161.24,82.2082,11.0857,92.9655,227.142,85.7743,14.1085,1088.22,23.1462,114.224,50.5562,1134.55,146.612,22.2812,51.8642,4812.13,2587.85,8.9574,6.16878,6.88,60.2728,125.418,72.2161,108.087,19.3601,16.6653,200.295,9.2667,106.365,119.952,35.0474,55.7437,30.1777,28.7787,658.034,225.723,Control
44.2479,19.9803,35.0094,95.6842,24.9559,33.7498,165.845,525.829,39.6824,5.91232,51.6725,47.5819,39.5895,50.089,634.598,15.0871,10.9231,31.9348,73.8251,10.8838,40.4929,64.3765,23.8132,9.61679,1683.79,6.10551,7.80002,11.3587,38.5258,14.834,13.9499,40.4914,20.594,160.169,20.2051,126.734,55.6546,426.555,17.0548,165.405,57.2312,25.2741,7.83676,18.9308,16.5793,12.0655,26.1311,23.5843,282.524,13.6429,149.266,424,44.7466,49.5018,11.917,429.682,47.9503,20.1775,190.111,15.0599,30.9487,28.5628,93.8181,2549.45,20.682,29.9257,47.8589,8.28787,48.2687,20.2664,666.861,195.092,12.2982,264.431,29.4249,36.8156,67.1684,70.4017,28.8207,53.3619,3694.47,184.919,24.0282,26.702,14.2339,52.5017,10.9477,9.37673,48.2173,22.9567,20.3948,34.392,12.6707,24.1656,373.098,467.291,293.287,340.685,283.71,53.5284,62.0689,23.8564,72.3576,33.8252,354.089,152.108,308.586,9.96653,60.9023,10.6175,8.52377,124.302,54.8272,100.196,28.4546,18.4753,105.211,949.22,130.23,265.254,189.169,95.1796,92.8028,61.421,12.193,55.6709,14.9417,7.11942,9930.43,358.817,25.2163,161.456,8.16005,274.347,281.031,29.2171,198.155,22.7963,477.878,21.1635,46.1369,126.04,12.4451,65.497,24.2027,25.3905,85.6795,47.5726,262.019,156.549,18.7302,27.8077,81.459,45.365,22.5812,26.353,153.047,318.44,205.191,14.3411,379.157,112.348,1087.21,1676.6,1229.71,39.6163,8.56379,86.7256,229.353,95.8956,19.7521,901.111,21.4569,93.4398,67.8903,1080.23,184.661,22.2086,57.0516,4941.35,2124.75,8.33751,5.96324,9.30868,47.8717,93.9295,77.6846,97.9115,16.3232,12.6707,153.366,13.9778,99.4731,140.603,42.2713,55.5564,38.81,31.5859,749.705,292.919,Control
64.9668,13.4116,37.8368,70.5943,35.2137,31.8737,169.301,366.304,45.5079,6.11257,65.1165,54.4697,31.3671,39.0044,460,17.2889,7.31795,27.7646,37.1655,12.2155,29.9734,70.7217,11.7991,7.1361,1798.22,5.63319,8.37975,10.162,51.3681,15.2378,14.1449,30.8455,29.3997,182.6,30.6648,78.8042,48.2144,304.981,17.0398,115.583,75.0449,21.3507,8.06983,16.6182,12.5083,16.5131,38.0088,19.402,400.669,9.24771,111.43,383.473,38.7213,88.6673,19.5592,424.801,77.3296,25.7755,152.637,12.8089,30.9631,17.2672,91.4983,2445.43,16.7167,29.3474,31.4689,8.377,50.8983,20.5423,602.582,185.265,11.487,208.4,25.4878,43.9747,37.7653,59.9054,23.7039,66.9699,4270.5,170.998,22.5808,28.6944,11.9333,56.8242,11.1902,8.28645,51.5522,26.9201,27.623,26.3632,11.3727,18.1976,371.954,377.465,240.954,296.533,235.358,38.4364,51.7288,21.3851,154.839,27.7025,350.045,109.164,417.711,14.4026,121.528,8.04595,8.53454,132.922,106.818,72.84,48.2706,22.1574,42.6567,860.463,146.348,202.942,107.846,111.106,27.6835,49.2515,13.1614,55.7619,15.0857,6.09073,11891.8,329.243,21.6847,189.762,8.48613,234.418,262.124,25.5923,153.854,17.9634,367.711,13.4956,31.9056,70.4836,15.2017,46.1248,18.6632,40.6785,80.3753,53.2153,200.996,183.782,30.8255,26.6131,108.46,43.6059,27.27,33.0258,82.1312,184.283,169.879,10.9892,308.387,143.023,1219.72,895.122,786.171,53.9326,16.0249,79.7732,190.322,74.1937,12.2467,600.424,20.535,124.119,52.6709,1116.32,239.615,26.9365,40.4645,3541.66,1535.19,9.73281,6.14618,9.09332,45.9056,143.79,92.403,134.317,10.9363,13.6125,199.484,9.01543,90.6455,127.234,36.3671,47.4596,38.0922,28.1647,445.31,163.226,Control
41.1524,32.6319,25.9132,53.2464,42.0909,33.5704,175.69,452.614,35.7928,5.70285,53.9458,29.5778,30.6403,59.5622,687.783,12.6705,12.1364,29.7138,64.39,12.7568,29.2714,46.7941,18.7132,8.40137,1658.15,5.38827,6.64551,9.55586,37.3218,12.399,13.0088,52.5264,33.7614,252.507,25.49,113.722,68.2119,493.555,14.8569,201.071,51.6558,22.5382,10.4749,10.3764,14.9421,14.8099,30.103,23.2815,447.953,15.4494,150.789,424.12,45.0786,41.4227,15.5604,629.842,292.038,16.9819,190.768,20.726,26.2575,30.651,78.5359,2820.1,20.015,25.064,26.1723,8.54249,48.8924,19.9593,615.948,203.484,8.61566,290.359,22.312,36.8846,57.0335,58.9204,32.1559,62.949,4158.36,268.422,28.707,26.9591,14.3587,43.4181,11.9576,9.6241,49.8258,28.9574,16.4057,28.297,13.7678,16.7145,487.544,425.19,183.336,351.142,253.838,44.7867,52.7257,20.9763,117.318,21.1853,331.603,98.7953,172.088,8.39488,50.8746,15.0311,7.54886,136.191,90.112,61.0535,58.1751,25.6239,82.7188,974.726,150.051,240.565,190.221,120.463,55.357,46.5943,10.6064,54.3612,14.5161,6.19277,10828.7,307.165,19.789,295.26,9.08726,191.043,457.467,18.031,171.855,16.2184,446.466,16.2569,29.7882,107.984,13.3921,48.2823,20.1994,17.2022,75.3572,77.7242,183.312,174.375,27.1737,26.2222,134.008,46.767,25.4175,26.2329,139.023,294.041,216.652,12.1642,338.816,158.391,1498.48,1484.75,1171.21,40.8449,11.6799,84.556,265.241,106.344,13.3009,960.784,17.79,154.619,50.3706,1754.63,185.082,31.7835,39.6849,3884.87,2300.05,9.17882,6.30856,8.18777,49.3081,122.962,83.4111,118.757,12.8128,12.7162,178.019,10.2955,104.748,129.385,40.6633,44.5202,40.3875,27.8907,762.429,211.356,Control
45.7,17.6289,29.8234,65.183,38.3966,43.0086,151.615,495.906,40.9685,7.23621,54.2354,36.6319,39.4366,51.5033,575.345,16.6439,8.60052,26.1475,33.4123,9.44995,34.7643,64.9247,15.5502,6.78174,1382.63,5.23421,7.51656,9.62672,31.5133,17.4583,16.0443,51.9012,20.5195,218.53,22.2827,92.8714,83.5683,410.635,14.5018,197.453,70.8491,20.1524,7.95204,9.81079,14.4426,14.9159,26.6433,21.6328,386.184,11.7382,122.849,351.483,46.0664,60.2698,9.27647,749.004,309.855,22.1811,167.997,16.7981,33.6347,19.9702,75.0919,2382.19,20.6501,30.9942,32.3141,8.69347,49.7215,20.5582,448.794,243.838,9.23798,166.349,28.7303,39.3317,53.9539,54.8179,42.7557,55.4614,2903.65,198.125,22.8591,26.606,16.236,53.4409,9.66952,10.0399,37.748,28.5432,24.7489,29.1074,10.4293,18.4651,326.884,263.769,174.822,246.531,246.978,41.4495,46.6158,21.1674,54.0991,27.625,372.606,67.094,216.635,10.1646,62.7803,16.3519,7.60194,168.992,92.7565,82.2801,37.0967,23.3677,89.0571,574.917,149.997,238.75,174.939,87.9106,100.353,40.4393,14.9501,61.7835,16.5256,6.34258,11710.9,392.016,23.1102,146.624,9.66181,215.441,345.665,19.3603,153.176,20.5718,430.33,14.0882,39.7112,76.0754,12.9618,47.0388,20.5413,28.3877,89.3407,58.1514,198.307,99.4411,37.5958,23.2042,78.4032,56.0288,27.3169,22.7969,161.896,277.234,222.77,13.8507,333.344,155.399,1149.96,1239.93,1299.71,51.825,14.5753,98.0637,234.38,113.525,17.0045,1026.69,19.7314,136.429,54.0038,758.435,230.676,29.0024,39.1898,3709.73,1805.93,12.4379,6.62373,7.99085,64.5875,116.854,77.5837,93.7122,9.95494,12.7414,165.116,8.76064,98.2794,169.342,35.5646,44.9327,49.4914,30.2146,507.234,228.194,Control
55.1744,21.9752,31.5131,97.3534,24.027,36.8051,147.156,474.558,39.5589,5.76673,55.8469,41.792,29.3657,48.2941,666.635,12.8524,10.9857,24.2509,70.7085,11.7989,28.7234,64.4893,16.4502,10.4006,1770.51,5.79203,6.15646,13.7067,32.3764,16.9536,16.2015,44.3677,30.5726,343.765,27.8989,92.8983,35.4742,558.986,18.2373,171.009,53.4672,22.8956,10.2178,19.7844,15.4873,18.005,26.6046,28.8073,288.709,15.3544,181.867,469.8,51.7024,60.6712,16.3309,518.287,108.088,19.9776,205.462,15.5319,32.8243,21.9314,108.085,2729.16,14.9873,31.5535,37.7479,10.5153,47.3961,16.9182,534.441,197.835,10.0588,359.782,25.0602,49.1032,70.0811,58.3789,41.8323,60.2642,3187.19,212.537,27.8958,24.9499,17.4623,63.7329,11.0717,10.0728,49.9297,30.0521,31.0283,33.0146,12.1023,23.0092,368.541,457.23,201.206,259.588,203.033,37.7069,53.0839,24.7563,85.0436,28.3148,296.346,99.9349,339.056,14.6829,93.4834,10.4204,7.89574,151.238,84.9373,74.9659,41.7689,21.626,88.6106,843.009,135.696,244.178,234.85,87.6268,112.112,53.3842,13.9321,46.3518,21.0885,7.42716,11100.2,339.74,24.8321,325.921,8.4833,232.686,234.436,23.7642,186.455,18.226,527.574,29.1528,39.0687,92.5368,17.8932,48.7179,19.3252,21.6122,81.6326,64.3717,254.225,144.423,28.9063,31.5083,74.595,40.554,27.8265,24.9358,127.674,332.51,144.601,13.4148,283.25,153.617,1525.19,1438.93,1252.11,47.661,12.2983,99.9911,226.473,117.566,19.4402,958.583,21.8305,121.35,62.7739,1380.36,179.146,24.3526,49.5584,4761.83,2357.22,8.98753,6.94298,7.04398,53.5375,105.878,96.4438,94.8541,12.8991,13.944,186.034,7.49211,93.2129,140.53,48.1781,51.1054,46.3866,40.0233,759.913,305.143,Control
